OBJECTID,shape_id,route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_type_text,Shape__Length
51,119453,15726,120,East Ponce De Leon Avenue,,3,https://itsmarta.com/120.aspx,FF00FF,,Bus,0.12283377550471
52,119454,15785,ATLSC,Atlanta Streetcar,,0,https://itsmarta.com/Atlanta-Street-Car-Info.aspx,FF00FF,,"Tram, Streetcar, Light rail",0.0185828357602226
53,119455,15793,198,Battle Creek Road,,3,https://itsmarta.com/198.aspx,00FF00,,Bus,0.140051694856845
54,119456,15676,21,Memorial Drive,,3,https://itsmarta.com/21.aspx,FF00FF,,Bus,0.165902528701206
55,119457,15688,42,Pryor Road,,3,https://itsmarta.com/42.aspx,FF8000,,Bus,0.148508555223802
56,119458,15690,49,McDonough Boulevard,,3,https://itsmarta.com/49.aspx,FF8040,,Bus,0.12298698732784
57,119459,15700,74,Flat Shoals Road,,3,https://itsmarta.com/74.aspx,FF8000,,Bus,0.131986826686237
58,119460,15701,75,Lawrenceville Highway,,3,https://itsmarta.com/75.aspx,00FF00,,Bus,0.176029032865106
59,119461,15739,150,Dunwoody Village,,3,https://itsmarta.com/150.aspx,00FFFF,,Bus,0.0711041799606563
60,119462,15745,178,Empire Blvd / Southside Ind Park,,3,https://itsmarta.com/178.aspx,00FFFF,,Bus,0.130308585334826
61,119463,15746,180,Roosevelt Highway,,3,https://itsmarta.com/180.aspx,FF00FF,,Bus,0.287481272155987
62,119464,15706,83,Campbellton Road,,3,https://itsmarta.com/83.aspx,00FF00,,Bus,0.10454494217761
63,119465,15724,117,Rockbridge Road / Panola Road,,3,https://itsmarta.com/117.aspx,00FF00,,Bus,0.258535341988237
64,119466,15688,42,Pryor Road,,3,https://itsmarta.com/42.aspx,FF8000,,Bus,0.144191175565575
65,119467,15702,78,Cleveland Avenue,,3,https://itsmarta.com/78.aspx,00FF00,,Bus,0.0847846798180146
66,119468,15727,121,Memorial Drive / N Hairston Road,,3,https://itsmarta.com/121.aspx,00FFFF,,Bus,0.0693555850174906
67,119469,15731,126,Embry Hills,,3,https://itsmarta.com/126.aspx,008000,,Bus,0.131017483543552
68,119470,15760,221,Memorial Drive Limited,,3,https://itsmarta.com/221.aspx,FF00FF,,Bus,0.121376780013162
69,119471,15674,15,Candler Road,,3,https://itsmarta.com/15.aspx,00FF00,,Bus,0.187749174689961
70,119472,15675,19,Clairmont Road / Howard Avenue,,3,https://itsmarta.com/19.aspx,FF00FF,,Bus,0.166587836078787
71,119473,15726,120,East Ponce De Leon Avenue,,3,https://itsmarta.com/120.aspx,FF00FF,,Bus,0.120774453554345
72,119474,15729,124,Pleasantdale Road,,3,https://itsmarta.com/124.aspx,FF00FF,,Bus,0.14530354679649
73,119475,15740,153,James Jackson Parkway,,3,https://itsmarta.com/153.aspx,FF8000,,Bus,0.0789686038201991
74,119476,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.11298287682942
75,119477,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.100212061526511
76,119478,15775,823,Belvedere,,3,https://itsmarta.com/823.aspx,00FF00,,Bus,0.0766923764199022
77,119479,15669,6,Clifton Road / Emory,,3,https://itsmarta.com/6.aspx,008080,,Bus,0.0722801565297827
78,119480,15674,15,Candler Road,,3,https://itsmarta.com/15.aspx,00FF00,,Bus,0.191070671173688
79,119481,15679,26,Marietta Street / Perry Boulevard,,3,https://itsmarta.com/26.aspx,008080,,Bus,0.147034682030868
80,119482,15688,42,Pryor Road,,3,https://itsmarta.com/42.aspx,FF8000,,Bus,0.146456188544097
81,119483,15780,856,Baker Hills / Wilson Mill Meadows,,3,https://itsmarta.com/856.aspx,FF8040,,Bus,0.0173891048027914
82,119484,15696,66,Lynhurst Drive / Princeton Lakes,,3,https://itsmarta.com/66.aspx,00FFFF,,Bus,0.222075846241355
83,119485,15701,75,Lawrenceville Highway,,3,https://itsmarta.com/75.aspx,00FF00,,Bus,0.155782298489805
84,119486,15735,141,Haynes Bridge Road / Milton,,3,https://itsmarta.com/141.aspx,FF00FF,,Bus,0.283809674374789
85,119487,15741,155,Pittsburgh,,3,https://itsmarta.com/155.aspx,00FFFF,,Bus,0.116173329246078
86,119488,15746,180,Roosevelt Highway,,3,https://itsmarta.com/180.aspx,FF00FF,,Bus,0.282473200406263
87,119489,15724,117,Rockbridge Road / Panola Road,,3,https://itsmarta.com/117.aspx,00FF00,,Bus,0.241485174996135
88,119490,15756,194,Conley Road / Mt Zion,,3,https://itsmarta.com/194.aspx,008000,,Bus,0.350808207548004
89,119491,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.100212061526511
90,119492,15780,856,Baker Hills / Wilson Mill Meadows,,3,https://itsmarta.com/856.aspx,FF8040,,Bus,0.0938215565883444
91,119493,15782,867,Peyton Forest / Dixie Hills,,3,https://itsmarta.com/867.aspx,00FFFF,,Bus,0.111208176014042
92,119494,15677,24,McAfee / Hosea Williams,,3,https://itsmarta.com/24.aspx,FF00FF,,Bus,0.234667965562805
93,119495,15711,89,Old National Highway,,3,https://itsmarta.com/89.aspx,FF8040,,Bus,0.21298991374616
94,119496,15736,142,East Holcomb Bridge Road,,3,https://itsmarta.com/142.aspx,FF00FF,,Bus,0.123946040532385
95,119497,15748,183,Greenbriar,,3,https://itsmarta.com/183.aspx,008000,,Bus,0.154790453700064
96,119498,15754,192,Old Dixie / Tara Boulevard,,3,https://itsmarta.com/192.aspx,008000,,Bus,0.237303557476499
97,119499,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.100212061526511
98,119500,15674,15,Candler Road,,3,https://itsmarta.com/15.aspx,00FF00,,Bus,0.182427076117965
99,119501,15686,39,Buford Highway,,3,https://itsmarta.com/39.aspx,008000,,Bus,0.135918500432931
100,119502,15700,74,Flat Shoals Road,,3,https://itsmarta.com/74.aspx,FF8000,,Bus,0.136815114594786
101,119503,15705,82,Camp Creek / South Fulton Parkway,,3,https://itsmarta.com/82.aspx,008000,,Bus,0.256242551084401
102,119504,15711,89,Old National Highway,,3,https://itsmarta.com/89.aspx,FF8040,,Bus,0.207236115984739
103,119505,15715,102,North Avenue / Little Five Points,,3,https://itsmarta.com/102.aspx,00FF00,,Bus,0.0718390440298577
104,119506,15727,121,Memorial Drive / N Hairston Road,,3,https://itsmarta.com/121.aspx,00FFFF,,Bus,0.165855916711665
105,119507,15747,181,Washington Road / Fairburn,,3,https://itsmarta.com/181.aspx,FF8040,,Bus,0.190026198344139
106,119508,15750,186,Rainbow Drive / South DeKalb,,3,https://itsmarta.com/186.aspx,00FF00,,Bus,0.231112774490581
107,119509,15750,186,Rainbow Drive / South DeKalb,,3,https://itsmarta.com/186.aspx,00FF00,,Bus,0.233117129059533
108,119510,15711,89,Old National Highway,,3,https://itsmarta.com/89.aspx,FF8040,,Bus,0.205348810009032
109,119511,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.11298287682942
110,119512,15669,6,Clifton Road / Emory,,3,https://itsmarta.com/6.aspx,008080,,Bus,0.133841787012677
111,119513,15672,12,Howell Mill Road / Cumberland,,3,https://itsmarta.com/12.aspx,FF00FF,,Bus,0.121069260961347
112,119514,15684,36,N Decatur Road / Virginia Highland,,3,https://itsmarta.com/36.aspx,A6CAF0,,Bus,0.153912271383912
113,119515,15730,125,Clarkston,,3,https://itsmarta.com/125.aspx,008000,,Bus,0.119732797973624
114,119516,15741,155,Pittsburgh,,3,https://itsmarta.com/155.aspx,00FFFF,,Bus,0.101422531745111
115,119517,15700,74,Flat Shoals Road,,3,https://itsmarta.com/74.aspx,FF8000,,Bus,0.127902661181891
116,119518,15720,111,Snapfinger Woods,,3,https://itsmarta.com/111.aspx,008000,,Bus,0.310351482974379
117,119519,15722,115,Covington Highway,,3,https://itsmarta.com/115.aspx,00FF00,,Bus,0.169137255049756
118,119520,15722,115,Covington Highway,,3,https://itsmarta.com/115.aspx,00FF00,,Bus,0.225133137423767
119,119521,15723,116,Redan Road,,3,https://itsmarta.com/116.aspx,00FFFF,,Bus,0.194241385776127
120,119522,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.100212061526511
121,119523,15774,816,North Highland Avenue,,3,https://itsmarta.com/816.aspx,00FFFF,,Bus,0.120212175046399
122,119524,15695,60,Hightower Road,,3,https://itsmarta.com/60.aspx,00FFFF,,Bus,0.10423502892965
123,119525,15709,86,Fairington Road,,3,https://itsmarta.com/86.aspx,A6CAF0,,Bus,0.2511109151024
124,119526,15730,125,Clarkston,,3,https://itsmarta.com/125.aspx,008000,,Bus,0.122481322075822
125,119527,15780,856,Baker Hills / Wilson Mill Meadows,,3,https://itsmarta.com/856.aspx,FF8040,,Bus,0.0922026624117543
126,119528,15783,899,Old Fourth Ward,,3,https://itsmarta.com/899.aspx,FF00FF,,Bus,0.0647503941515088
127,119529,15672,12,Howell Mill Road / Cumberland,,3,https://itsmarta.com/12.aspx,FF00FF,,Bus,0.107911799839036
128,119530,15741,155,Pittsburgh,,3,https://itsmarta.com/155.aspx,00FFFF,,Bus,0.104823088528089
129,119531,15776,825,Johnson Ferry Road,,3,https://itsmarta.com/825.aspx,FF0000,,Bus,0.0665954794191799
130,119532,15779,853,Center Hill,,3,https://itsmarta.com/853.aspx,A6CAF0,,Bus,0.121246076335612
131,119533,15783,899,Old Fourth Ward,,3,https://itsmarta.com/899.aspx,FF00FF,,Bus,0.0682995575138317
132,119534,15722,115,Covington Highway,,3,https://itsmarta.com/115.aspx,00FF00,,Bus,0.231880323927354
133,119535,15670,8,North Druid Hills Road,,3,https://itsmarta.com/8.aspx,008000,,Bus,0.188896894210408
134,119536,15684,36,N Decatur Road / Virginia Highland,,3,https://itsmarta.com/36.aspx,A6CAF0,,Bus,0.155441126810238
135,119537,15724,117,Rockbridge Road / Panola Road,,3,https://itsmarta.com/117.aspx,00FF00,,Bus,0.29151402632045
136,119538,15726,120,East Ponce De Leon Avenue,,3,https://itsmarta.com/120.aspx,FF00FF,,Bus,0.144743497363791
137,119539,15733,133,Shallowford Road,,3,https://itsmarta.com/133.aspx,FFFF00,,Bus,0.0954791354414539
138,119540,15734,140,North Point Parkway,,3,https://itsmarta.com/140.aspx,FF8000,,Bus,0.209077425773713
139,119541,15751,188,Oakley Industrial,,3,https://itsmarta.com/188.aspx,FF00FF,,Bus,0.229504789085886
140,119542,15778,850,Carroll Heights / Fairburn Heights,,3,https://itsmarta.com/850.aspx,FF00FF,,Bus,0.0885268334948665
141,119543,15692,51,Joseph E Boone Boulevard,,3,https://itsmarta.com/51.aspx,00FFFF,,Bus,0.110700167307794
142,119544,15737,143,Windward Park & Ride,,3,https://itsmarta.com/143.aspx,00FFFF,,Bus,0.261504100823081
143,119545,15761,295,Metropolitan Campus Express,,3,https://itsmarta.com/295.aspx,008000,,Bus,0.0394111319391838
144,119546,15681,30,LaVista Road,,3,https://itsmarta.com/30.aspx,00FF00,,Bus,0.159842196637698
145,119547,15682,32,Bouldercrest,,3,https://itsmarta.com/32.aspx,00FF00,,Bus,0.198775787581479
146,119548,15720,111,Snapfinger Woods,,3,https://itsmarta.com/111.aspx,008000,,Bus,0.301058638632181
147,119549,15724,117,Rockbridge Road / Panola Road,,3,https://itsmarta.com/117.aspx,00FF00,,Bus,0.286851220183176
148,119550,15728,123,Church Street,,3,https://itsmarta.com/123.aspx,00FF00,,Bus,0.0728923578926687
149,119551,15752,189,Flat Shoals Road / Scofield Road,,3,https://itsmarta.com/189.aspx,FF00FF,,Bus,0.171881269118192
150,119552,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.11298287682942
151,119554,15666,3,Martin Luther King Jr Dr/Auburn Ave,,3,https://itsmarta.com/3.aspx,FF8000,,Bus,0.116840720038661
152,119555,15710,87,Roswell Road / Sandy Springs,,3,https://itsmarta.com/87.aspx,00FFFF,,Bus,0.194999375675399
153,119556,15728,123,Church Street,,3,https://itsmarta.com/123.aspx,00FF00,,Bus,0.0761397439141583
154,119557,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.11298287682942
155,119558,15680,27,Cheshire Bridge Road,,3,https://itsmarta.com/27.aspx,FF0080,,Bus,0.0893057119412489
156,119559,15692,51,Joseph E Boone Boulevard,,3,https://itsmarta.com/51.aspx,00FFFF,,Bus,0.110502933881797
157,119560,15731,126,Embry Hills,,3,https://itsmarta.com/126.aspx,008000,,Bus,0.173852880699969
158,119561,15744,172,Sylvan Road / Virginia Avenue,,3,https://itsmarta.com/172.aspx,FF8040,,Bus,0.145542345393318
159,119562,15669,6,Clifton Road / Emory,,3,https://itsmarta.com/6.aspx,008080,,Bus,0.132188038191286
160,119563,15681,30,LaVista Road,,3,https://itsmarta.com/30.aspx,00FF00,,Bus,0.161888577704457
161,119564,15729,124,Pleasantdale Road,,3,https://itsmarta.com/124.aspx,FF00FF,,Bus,0.130549314419185
162,119565,15746,180,Roosevelt Highway,,3,https://itsmarta.com/180.aspx,FF00FF,,Bus,0.285087138222791
163,119566,15758,196,Upper Riverdale / Southlake,,3,https://itsmarta.com/196.aspx,00FFFF,,Bus,0.255852472569936
164,119567,15705,82,Camp Creek / South Fulton Parkway,,3,https://itsmarta.com/82.aspx,008000,,Bus,0.0864634821441521
165,119568,15712,93,Headland Drive / Main Street,,3,https://itsmarta.com/93.aspx,00FFFF,,Bus,0.147677045725325
166,119569,15754,192,Old Dixie / Tara Boulevard,,3,https://itsmarta.com/192.aspx,008000,,Bus,0.234397672817561
167,119570,15755,193,Morrow / Jonesboro,,3,https://itsmarta.com/193.aspx,008080,,Bus,0.313865010165376
168,119571,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.11298287682942
169,119572,15773,813,Atlanta University Center,,3,https://itsmarta.com/813.aspx,00FFFF,,Bus,0.0838308732773722
170,119573,15676,21,Memorial Drive,,3,https://itsmarta.com/21.aspx,FF00FF,,Bus,0.162667388116996
171,119574,15699,73,Fulton Industrial,,3,https://itsmarta.com/73.aspx,008000,,Bus,0.152389752427316
172,119575,15703,79,Sylvan Hills,,3,https://itsmarta.com/79.aspx,FF8000,,Bus,0.12154815807171
173,119576,15705,82,Camp Creek / South Fulton Parkway,,3,https://itsmarta.com/82.aspx,008000,,Bus,0.266683606983232
174,119577,15724,117,Rockbridge Road / Panola Road,,3,https://itsmarta.com/117.aspx,00FF00,,Bus,0.23626251591075
175,119578,15735,141,Haynes Bridge Road / Milton,,3,https://itsmarta.com/141.aspx,FF00FF,,Bus,0.272336654649489
176,119579,15755,193,Morrow / Jonesboro,,3,https://itsmarta.com/193.aspx,008080,,Bus,0.346350070031535
177,119580,15755,193,Morrow / Jonesboro,,3,https://itsmarta.com/193.aspx,008080,,Bus,0.293674919965975
178,119581,15776,825,Johnson Ferry Road,,3,https://itsmarta.com/825.aspx,FF0000,,Bus,0.0692648283838354
179,119582,15781,865,Boulder Park Drive,,3,https://itsmarta.com/865.aspx,00FF00,,Bus,0.100891386869644
180,119583,15674,15,Candler Road,,3,https://itsmarta.com/15.aspx,00FF00,,Bus,0.141005242544438
181,119584,15682,32,Bouldercrest,,3,https://itsmarta.com/32.aspx,00FF00,,Bus,0.1971155575567
182,119585,15683,34,Gresham Road,,3,https://itsmarta.com/34.aspx,FF00FF,,Bus,0.123222720664709
183,119586,15683,34,Gresham Road,,3,https://itsmarta.com/34.aspx,FF00FF,,Bus,0.116147937180561
184,119587,15690,49,McDonough Boulevard,,3,https://itsmarta.com/49.aspx,FF8040,,Bus,0.127491954504663
185,119588,15691,50,Donald Lee Hollowell Parkway,,3,https://itsmarta.com/50.aspx,00FF00,,Bus,0.1376288210431
186,119589,15694,58,Hollywood Road / Lucile Avenue,,3,https://itsmarta.com/58.aspx,A6CAF0,,Bus,0.146897800430768
187,119590,15714,95,Metropolitan Parkway,,3,https://itsmarta.com/95.aspx,FF0000,,Bus,0.0929587912946632
188,119591,15731,126,Embry Hills,,3,https://itsmarta.com/126.aspx,008000,,Bus,0.13263440435623
189,119592,15739,150,Dunwoody Village,,3,https://itsmarta.com/150.aspx,00FFFF,,Bus,0.116998447903171
190,119593,15772,809,Monroe Drive / Boulevard,,3,https://itsmarta.com/809.aspx,FF0000,,Bus,0.125078390278083
191,119594,15687,40,Peachtree Street / Downtown,,3,https://itsmarta.com/40.aspx,FFFF00,,Bus,0.0829553598740027
192,119595,15745,178,Empire Blvd / Southside Ind Park,,3,https://itsmarta.com/178.aspx,00FFFF,,Bus,0.0557686310976397
193,119596,15753,191,Riverdale / ATL Intl Terminal,,3,https://itsmarta.com/191.aspx,FF00FF,,Bus,0.391486026394194
194,119597,15757,195,Forest Parkway,,3,https://itsmarta.com/195.aspx,FF00FF,,Bus,0.273734457896636
195,119598,15757,195,Forest Parkway,,3,https://itsmarta.com/195.aspx,FF00FF,,Bus,0.275537735532547
196,119599,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.100212061526511
197,119600,15674,15,Candler Road,,3,https://itsmarta.com/15.aspx,00FF00,,Bus,0.143578771746319
198,119601,15677,24,McAfee / Hosea Williams,,3,https://itsmarta.com/24.aspx,FF00FF,,Bus,0.216669448976105
199,119602,15707,84,Washington Rd/Camp Crk Marketplace,,3,https://itsmarta.com/84.aspx,00FFFF,,Bus,0.140181404550076
200,119603,15782,867,Peyton Forest / Dixie Hills,,3,https://itsmarta.com/867.aspx,00FFFF,,Bus,0.111415480117211
201,119604,15693,55,Jonesboro Road,,3,https://itsmarta.com/55.aspx,FF8000,,Bus,0.226789657611778
202,119605,15760,221,Memorial Drive Limited,,3,https://itsmarta.com/221.aspx,FF00FF,,Bus,0.116391595140581
203,119606,15664,1,Marietta Blvd/Joseph E Lowery Blvd,,3,https://itsmarta.com/1.aspx,FF00FF,,Bus,0.116708400523286
204,119607,15706,83,Campbellton Road,,3,https://itsmarta.com/83.aspx,00FF00,,Bus,0.103669258372148
205,119608,15715,102,North Avenue / Little Five Points,,3,https://itsmarta.com/102.aspx,00FF00,,Bus,0.0727114504056663
206,119609,15737,143,Windward Park & Ride,,3,https://itsmarta.com/143.aspx,00FFFF,,Bus,0.211331839530337
207,119610,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.100212061526511
208,119611,15678,25,Peachtree Boulevard,,3,https://itsmarta.com/25.aspx,FF00FF,,Bus,0.103212125317512
209,119612,15694,58,Hollywood Road / Lucile Avenue,,3,https://itsmarta.com/58.aspx,A6CAF0,,Bus,0.138976005169925
210,119613,15740,153,James Jackson Parkway,,3,https://itsmarta.com/153.aspx,FF8000,,Bus,0.046738294718693
211,119614,15759,201,Six Flags Over Georgia,,3,https://itsmarta.com/201.aspx,008000,,Bus,0.100212061526511
212,119615,15772,809,Monroe Drive / Boulevard,,3,https://itsmarta.com/809.aspx,FF0000,,Bus,0.127516743009682
213,119616,15781,865,Boulder Park Drive,,3,https://itsmarta.com/865.aspx,00FF00,,Bus,0.0896112604044883
214,119617,15707,84,Washington Rd/Camp Crk Marketplace,,3,https://itsmarta.com/84.aspx,00FFFF,,Bus,0.121407434985267
215,119618,15708,85,Roswell,,3,https://itsmarta.com/85.aspx,008000,,Bus,0.163816708594136
216,119619,15717,104,Winters Chapel Road,,3,https://itsmarta.com/104.aspx,00FFFF,,Bus,0.0708950649713688
217,119620,15742,162,Myrtle Drive / Alison Court,,3,https://itsmarta.com/162.aspx,008080,,Bus,0.045766782295463
